sentID.BTEC,split,lang,sent
16728,corpus-6-train,RAB,نعم، غير لحظة، عافاك. كاينة بلاصة خاوية اللور، إذن يمكن ليك تمشي لتما.
16729,corpus-6-train,RAB,كيفاش يمكن لي نوصل لهاد العنوان؟
16735,corpus-6-train,RAB,تقدر تحجز ليا غرفة؟
16736,corpus-6-test-corpus-26-train,RAB,غادي نكون هنا مع التمنية قل ربع.
16737,corpus-6-train,RAB,غادي ناخد بلاصة للأركسترا.
16738,corpus-6-train,RAB,بغيت شي حاجة ارخص شوية.
16739,corpus-6-train,RAB,هادي ضيقة شوية.
16740,corpus-6-dev,RAB,كايقولو باللي حنا فالثلج.
16741,corpus-6-train,RAB,شكرا لك. تمتع بإقامة زوينة.
16743,corpus-6-train,RAB,السوشي هو كرة صغيرة من الروز على شكل بيضاوي مغطي بشرائح السمك الطري أو المحار.
16744,corpus-6-train,RAB,كانخاف مانقدرش نحصل على الموافقة ديال بطاقة الاتمان.
16746,corpus-6-test-corpus-26-train,RAB,بغيت شي ريحة.
16747,corpus-6-test-corpus-26-train,RAB,واش نقدر نحصل على جدول زمني؟
16750,corpus-6-train,RAB,داير حفلة . نتمنى تحضر.
16751,corpus-6-test-corpus-26-test,RAB,واش كاتمشي للمدرسة هنا؟
16753,corpus-6-train,RAB,واش بغيتي مدخن أو غير مدخن؟
16754,corpus-6-train,RAB,تقدر تقول ليا شحال المبلغ؟
16755,corpus-6-train,RAB,لا، أنا غير كانشوف.
16758,corpus-6-test-corpus-26-dev,RAB,شجال كان فيه؟
16760,corpus-6-test-corpus-26-train,RAB,واش أوطيل هيلتون بعيد من هنا؟
16761,corpus-6-train,RAB,بغيت نتصل بالمرشد ديالنا. يمكن ليك تقول لي كيفاش نتصل؟
16763,corpus-6-dev,RAB,عافاك تأكد من طوموبيلتي.
16766,corpus-6-train,RAB,غادي ندير داكشي. شكرا ليك على المساعدة.
16767,corpus-6-train,RAB,عشرين دولار مصرفة ربوعة، عافاك.
16768,corpus-6-dev,RAB,واش كاتعرف شي مطاعم كاتحل فوت متأخر فالليل؟
16769,corpus-6-test-corpus-26-train,RAB,أنا متأكد حطيتو فالباليزة ديالي.
16770,corpus-6-test-corpus-26-train,RAB,هز يديك.
16771,corpus-6-test-corpus-26-train,RAB,تقدر تنصحني بشي مطعم قريب من هنا؟
16773,corpus-6-test-corpus-26-train,RAB,شنو كاتفضل، الغامق أو لا المفتوح؟
16775,corpus-6-train,RAB,أنا اسف، مافهمتش المعنى د هاد علامة المرور.
16776,corpus-6-train,RAB,واش كاتفتح ربعة و عشرين ساعة على ربعة و عشرين ساعة؟
16777,corpus-6-train,RAB,مامتأكدش إينا طوبيس كايمشي لوول ستريت.
16778,corpus-6-train,RAB,واش كايوقف هاد الطوبيس حدا الحديقة الخضرا؟
16781,corpus-6-test-corpus-26-train,RAB,واش تقدر تقول لي فين غاديين؟
16784,corpus-6-train,RAB,تقدر تلقى ليا القياس اللي يناسبني؟
16785,corpus-6-train,RAB,شكرا لك. غادي ناخد كاس اخر، عافاك.
16786,corpus-6-train,RAB,تقدر تنصحني بشي وكالة سفر؟
16787,corpus-6-train,RAB,تلاتة بيرة درافت، عافاك.
16788,corpus-6-train,RAB,واش عليك السخانة؟
16789,corpus-6-train,RAB,أينا نوع دالباليزة؟
16790,corpus-6-train,RAB,بغيت سطل.
16792,corpus-6-train,RAB,المجموع هو خمسة و تسعين ألف و تسعمية و تلاتين ين.
16793,corpus-6-test-corpus-26-train,RAB,تذكرة الإرسال، عافاك.
16794,corpus-6-train,RAB,المكالمات من الدار للغرفة غاليين بزاف. عافاك استخدم غرفة الفحص فالأوطيل.
16795,corpus-6-train,RAB,سير نيشان فهاد الطريق و دور على اليمين عند التقاطع. المتحف راه كاين تما.
16796,corpus-6-test-corpus-26-train,RAB,فين كاينة شي بلاصة زوينة للرحلات فنهار واحد؟
16797,corpus-6-train,RAB,بغيت سندويش من لحم البقر المشوي.
16798,corpus-6-train,RAB,أنا ماشي المسؤول على القفازات، عافاك شوفو.
16799,corpus-6-test-corpus-26-train,RAB,بغيت كيس كيلي احمر فنفس النوع د هادا.
16801,corpus-6-train,RAB,اسمح لي. كيفاش نوصل لأونيون شورش؟
16802,corpus-6-dev,RAB,عافاك قول لها تتصل بيا منين تلقى كيفاش تدير.
16803,corpus-6-train,RAB,تقريبا عشرة دقايق بالمشي على الرجلين.
16805,corpus-6-test-corpus-26-train,RAB,واش ديما كاتدير هاد الجدول؟
16806,corpus-6-dev,RAB,وقتاش نوصلو لشيستير؟
16810,corpus-6-test-corpus-26-train,RAB,وقتاش كاتفتح البنكة؟
16811,corpus-6-test-corpus-26-train,RAB,كانحس براسي مريض.
16812,corpus-6-train,RAB,اسمح لي. ولكن هاد الشي ماكايبانش صحيح.
16813,corpus-6-train,RAB,طوموبيلتي خوات من البنزين.
16814,corpus-6-train,RAB,أهلا، هادي الغرفة واحد و عشرين. بغيت بطانية، عافاك.
16816,corpus-6-train,RAB,عافاك احجز واحد الطابلة لربعة مع السبعة. اسميتي ساكاتا.
16819,corpus-6-test-corpus-26-train,RAB,تلفت. تقدر ترسم ليا واحد الخريطة؟
16820,corpus-6-train,RAB,ماكانضنش عندهوم كتر من داك الشي، بالحق خديتو من الشارع التالت.
16822,corpus-6-test-corpus-26-test,RAB,خارج.
16824,corpus-6-train,RAB,عافاك وصي على شي محل.
16825,corpus-6-train,RAB,التوقيت الصيفي غادي يبدا غدا فالولايات المتحدة إيلا بقيت عاقل مزيان.
16827,corpus-6-train,RAB,واش يمكن لك تحتافظ ليا بهاد الأكياس حتى للربعة؟
16828,corpus-6-train,RAB,تقدر توريني شي بلاصة للأكل الاقتصادي؟
16829,corpus-6-test-corpus-26-test,RAB,اديني للسبيطار.
16830,corpus-6-dev,RAB,احرقت إشارة الوقوف.
16832,corpus-6-train,RAB,لحضاش و ربعين دقيقة دالليل.
16833,corpus-6-test-corpus-26-train,RAB,واش خاصني نمشي يوميا للسبيطار؟
16834,corpus-6-train,RAB,بغيت شي ما معدني.
16837,corpus-6-test-corpus-26-train,RAB,عندي وجع فالمعدة.
16838,corpus-6-train,RAB,مكيف الهواء ماخدامش.
16839,corpus-6-test-corpus-26-train,RAB,اشحال كايسوى التنبر باش تصيفط هاد الرسالة لليابان؟
16842,corpus-6-test-corpus-26-train,RAB,بغيت كاس د الشيري.
16843,corpus-6-train,RAB,فين غادي يتسربى العشا؟
16845,corpus-6-train,RAB,واش كاتضن تمتال الحرية يستاهل الزيارة؟
16846,corpus-6-train,RAB,طوكيو زيرو تلاتة جوج ربعة ستة زيرو خمسة سبعة تسعود.
16847,corpus-6-train,RAB,يمكن لي نطلب كاس دلخمر؟
16848,corpus-6-train,RAB,كان استتنائي .
16850,corpus-6-train,RAB,مافهمتش هاد الشي . اهضر بزاف.
16851,corpus-6-train,RAB,ديرهم فالتلاجة منين تقدر.
16852,corpus-6-train,RAB,فين كاين أقرب محل دالحوايج؟
16855,corpus-6-train,RAB,أينا وتائق غادي يتحتاجو فالعملية؟
16857,corpus-6-train,RAB,كانقتارح عليك تجي فماي أو أكتوبر حيت هما أحسن الشهور فالعام.
16858,corpus-6-dev,RAB,هاد المحل الشامل عندو أحسن العروض فالمدينة كلها. أنا متأكد غادي تلقى الزربة اللي كاتقلب عليها.
16859,corpus-6-dev,RAB,كانحماق عليه شحال هادي و أنا باغي نزورو.
16863,corpus-6-dev,RAB,بغيت واحد البلاصة فممر يكون قريب من منفذ الإغاثة.
16865,corpus-6-train,RAB,أنا كانقطر بالعرق.
16866,corpus-6-dev,RAB,نعم، شنو بغيتي يتبدل؟
16867,corpus-6-train,RAB,نعم. يمكن لي نشوف بطاقة الطالب ديالك؟
16868,corpus-6-train,RAB,تلاتة و خمسة ماي أيام عطلة وطنية. داكشي علاش قررنا نشركو حتى ربعة ماي.
16869,corpus-6-test-corpus-26-train,RAB,واش محتاج يجي موراك للمطار؟
16870,corpus-6-dev,RAB,الماكلة ديالنا ياقا ماجات.
16871,corpus-6-train,RAB,واش تقدر تنصحني بشي حفل موسيقي؟
16872,corpus-6-test-corpus-26-dev,RAB,الركوب غايبدى مع الربعة و نص إذن عافاك كون تما قبل.
16875,corpus-6-train,RAB,راه خمسة و تمانين سنت. ماتنساش تاخد تذكرة التحويل.
16877,corpus-6-train,RAB,اتصال لليابان على حساب المتلقي، عافاك.
16878,corpus-6-test-corpus-26-train,RAB,ابتداءا من تلاتين ألف ين.
16879,corpus-6-test-corpus-26-train,RAB,فين نقدر نشري بطاقة هاتفية؟
16880,corpus-6-train,RAB,شي حاجة غالطة فالعداد ديال التصوير.
16881,corpus-6-train,RAB,هاد الجوج مطارات غادي يرجعو بالتأكيد جوج منافذ لتقوية التواصل مع شعوب البلدان الأخرى.
16883,corpus-6-train,RAB,وقتاش كايفتح المحل؟
16884,corpus-6-train,RAB,خود الخط إي فاتجاه الشارع الرابع و بدل للخط إف.
16886,corpus-6-dev,RAB,بزاف ديال الأطفال كايتابعوا قرايتهم فالمدارس الإعدادية باش يدخلوا لأحسن المدارس الثانوية و الجامعات.
16887,corpus-6-train,RAB,هادوك أكسسوارات ديال الكاميرا. راهم هشاش.
16888,corpus-6-test-corpus-26-train,RAB,نقدر نردو لشي مدينة أخرى؟
16889,corpus-6-test-corpus-26-dev,RAB,كانخطط نبقى اطناشر يوم.
16890,corpus-6-train,RAB,أنا غادي لنيويورك للأعمال.
16891,corpus-6-train,RAB,الطريفة لتلاتة الدقايق الأولى هي عشر سنت.
16893,corpus-6-test-corpus-26-train,RAB,عافاك عليه شوية.
16895,corpus-6-train,RAB,فين كاينة شي مصبنة بالعملة؟
16896,corpus-6-test-corpus-26-train,RAB,خاصك تشوف واحد الاختصاصي.
16899,corpus-6-test-corpus-26-dev,RAB,شي دقيقة أخرى، عافاك.
16903,corpus-6-train,RAB,شكون غادي يدوز فالأوبيرا هاد العشية؟
16904,corpus-6-test-corpus-26-train,RAB,الرصيف رقم اربعطاش.
16906,corpus-6-train,RAB,كاناخد هاد الدوا كل ستة دسوايع.
16907,corpus-6-train,RAB,يمكن لك تصيفط هادا؟
16909,corpus-6-train,RAB,القاع مغطي بالمرجان.
16910,corpus-6-train,RAB,بغيت ندوز اتصال محول.
16911,corpus-6-test-corpus-26-train,RAB,أوه، بالصح؟ عند أكيد اختيار كبير.
16913,corpus-6-train,RAB,اشحال قياس اليارد؟
16915,corpus-6-dev,RAB,بالطبع يمكن ليك. عافاك فتحو.
16916,corpus-6-train,RAB,دور دورة.
16917,corpus-6-train,RAB,واش غادي ندخلو كاملين فنفس الوقت؟
16918,corpus-6-train,RAB,سير نيشان فهاد الزنقة، خود التانية على اليمين، و غادي تلقاه.
16919,corpus-6-train,RAB,تقدر تشد ليا ساروت الغرفة ديالي؟
16920,corpus-6-train,RAB,يمكن ليك تاخد رحلة الطيران أول نيبون رقم تسعود و خمسين، الانطلاقة من طوكيو مع التسعود و خمسة و خمسين، الوصول لسابورو مع لحضاش و خمسة و عشرين.
16921,corpus-6-train,RAB,طبق المحار ديالنا خفيف.
16923,corpus-6-train,RAB,واحد ديال خمسين، خمسة ديال عشرين، عشرة ديال عشرة، عافاك.
16925,corpus-6-train,RAB,دور على اليسار فالتانية. راه على يمينك.
16928,corpus-6-test-corpus-26-dev,RAB,مالقيتهوم حتى فشي بلاصة.
16934,corpus-6-train,RAB,جوج تذاكر لروما فالدرجة التانية.
16936,corpus-6-test-corpus-26-test,RAB,واش باقيين ليك شي بلايص للندن؟
16937,corpus-6-train,RAB,نقدر نخلص دابا؟
16939,corpus-6-train,RAB,واش تقدر توريني لائحة أنواع الطوموبيلات و الأثمنة ديالهم؟
16941,corpus-6-train,RAB,وقتاش كايبدا الركوب؟
16942,corpus-6-train,RAB,عافاك وريني فين أنا فهاد الخريطة.
16945,corpus-6-dev,RAB,بغيت نمشي نمارس الغوص.
16946,corpus-6-train,RAB,شي حاجة لسيدة كبيرة فالسن.
16948,corpus-6-train,RAB,واش عندك شي واحد فزرق؟
16949,corpus-6-dev,RAB,هادا شارع كينج.
16950,corpus-6-dev,RAB,سير مع التقاطع التالت.
16952,corpus-6-test-corpus-26-train,RAB,بغيت واحد النسخة من الإشعار بالسرقة.
16953,corpus-6-train,RAB,لغطا ديال حوض الاستحمام ما خدامش.
16954,corpus-6-dev,RAB,وا كاين شي محل زوين ديال لحوايج دنسا؟
16955,corpus-6-test-corpus-26-dev,RAB,راه كاين على بعد تقاطع في الشارع.
16956,corpus-6-train,RAB,واش تقدر تلقى ليا شي بلاصة فهاد الرحلة.
16957,corpus-6-train,RAB,هاد الباليزة كاتشبه لديالي، بالحق ماشي هي.
16958,corpus-6-train,RAB,فين يمكن لي نصرف فلوسي؟
16959,corpus-6-train,RAB,كاين تخفيض على التذكرة . يمكن ليك تشري تذاكر بتخفيض خمسين فالمية.
16960,corpus-6-test-corpus-26-train,RAB,تقدر على وقفتك تعطيني الضو؟
16961,corpus-6-train,RAB,أوه، راه بعيد، سيدي. الطاكسي غادي يتقام غالي. بالحق إلا ولفتي تاخد الميترو تقدر تمشي فينما بغيتي.
16962,corpus-6-test-corpus-26-test,RAB,واش هاد السجائر خفيفة؟
16964,corpus-6-test-corpus-26-train,RAB,مزيان. غير هاكدا.
16966,corpus-6-train,RAB,وقتاش غادي يبدا الدرس؟
16967,corpus-6-test-corpus-26-train,RAB,الاكسبريس التالي من دابا ساعة.
16970,corpus-6-train,RAB,غادي نصيفط ليك تصويرة.
16971,corpus-6-train,RAB,واش كاين شي أجل فوق ساعة المغادرة؟
16972,corpus-6-train,RAB,واش تقدر تعطيني صرف كلو بأوراق الدولار؟
16974,corpus-6-train,RAB,لا، غادي نتصل بيه مرة اخرى.
16976,corpus-6-test-corpus-26-train,RAB,بغيت نطول كمام هاد جاكيت ديال الرياضة.
16977,corpus-6-train,RAB,القهوة راها على الطاولة لهيه، أذن سربي راسك.
16979,corpus-6-train,RAB,بغيت تعتني بشعري.
16981,corpus-6-train,RAB,هاد الطريق غادي توصلك للبحيرة.
16983,corpus-6-train,RAB,هاد المبيانات كيوضحو التغييرات للي عرف حصتنا من السوق.
16984,corpus-6-train,RAB,فاتتني المحطة فين غادي نوقف. شحال باقي للمحطة جاية؟
16985,corpus-6-train,RAB,فين غادي نلقاه؟
16987,corpus-6-train,RAB,غادي ناخد صورة دالأشعة.
16989,corpus-6-train,RAB,من الأفضل تاخد موعد مع الطبيب.
16991,corpus-6-train,RAB,احجزت لجوج دلليلات. اسميتي ريزا كوباياشي.
16992,corpus-6-test-corpus-26-train,RAB,عندي حجز. هاهو الرقم ديال التأكيد.
16994,corpus-6-train,RAB,واش تبغي عافاك تلتاحق بينا للصورة؟
16995,corpus-6-train,RAB,فين كاينين الدوشات؟
16996,corpus-6-train,RAB,غادي نمشي لنادي اللياقة. واش نقدر نستعملو بحرية؟
16998,corpus-6-train,RAB,حطيتو هنا بحال هادا هادي واحد تلاتين دقيقة.
16999,corpus-6-train,RAB,واش يمكن لي ناكل القشرة ديال هاد الفاكهة و ما تبقى؟
17001,corpus-6-train,RAB,شكون للي ارخص، هادا او لا هاداك؟
17002,corpus-6-dev,RAB,واش نقدر نتنقل حدا النافدة؟
17003,corpus-6-train,RAB,بغيت طوموبيلة بناقل الحركة أوتوماتيكي.
17004,corpus-6-train,RAB,فيلم بالألوان خمسة و تلاتين ملمتر، عافاك.
17005,corpus-6-train,RAB,وقتاش كاتحل؟
17006,corpus-6-train,RAB,دور على ليسر فالتقاطع.
17007,corpus-6-train,RAB,بغيت مرشد خاص لنهار كامل.
17009,corpus-6-train,RAB,اللثة ديالي كتنزف.
17010,corpus-6-train,RAB,عندي التأمين.
17011,corpus-6-train,RAB,لا، ماشي بزاف. غير جوج صيكان.
17012,corpus-6-train,RAB,قرعة صغيرة دموزيل، عافاك.
17013,corpus-6-dev,RAB,هاد الشرف فوق ماكانستاهل.
17014,corpus-6-train,RAB,علاش مانعاودوش نتلاقاو غدا؟
17017,corpus-6-train,RAB,اشناهي المنتوجات المحلية؟
17018,corpus-6-train,RAB,هاهي الفاتورة ديالك. جاتك مياتاين و ربعة و تمانين دولار.
17019,corpus-6-train,RAB,واش تبغي تشوف جديد الموضى فالبلوزات؟
17021,corpus-6-train,RAB,إلا ماكنتيش مختص فهاد المجال، واش تقدر تقتارح عليا شي محل مختص فيه؟
17022,corpus-6-train,RAB,واش كاين أوطيل فهاد الجوايه؟
17024,corpus-6-train,RAB,واش كاتعرف إلا كاين شي مطعم اسباني قريب من هنا؟
17025,corpus-6-train,RAB,شحال من مرة خاصني ناخدو؟
17026,corpus-6-dev,RAB,شكرا لك على الانتظار. معاك أوهنو على الخط.
17027,corpus-6-test-corpus-26-train,RAB,عيد ميلادك قرب.
17028,corpus-6-train,RAB,شحال غادي تنقص ليا؟
17029,corpus-6-train,RAB,كانلقي الراحة منين كانمشي للمتحف.
17030,corpus-6-test-corpus-26-dev,RAB,القطارات متوقفة بسباب الإضراب.
17035,corpus-6-train,RAB,يمكن لي نحصل على شي عصير؟
17036,corpus-6-dev,RAB,واخا. واحد الشوية. غادينصيفط شي واحد للغرفة.
17038,corpus-6-test-corpus-26-train,RAB,واش يمكن ليك تصلح هادشي؟
17040,corpus-6-train,RAB,واش عندك واحد الغرفة فرضية لهاد الليلة؟
17042,corpus-6-dev,RAB,واش كاين شي منحدرات للمبتدئين؟
17046,corpus-6-train,RAB,جوج ستة تسعود واحد زيرو خمسة واحد، رمز المنطقة هو زيرو تلاتة.
17049,corpus-6-train,RAB,كانشوف بللي عندك صالون زوين.
17050,corpus-6-train,RAB,سمح ليا مانتقبلش داكشي. ناخدو فيزا.
17052,corpus-6-train,RAB,بغيت نوصي على هادشي.
17054,corpus-6-dev,RAB,واش عندي الحق نخرجهوم معايا من البلاد؟
17055,corpus-6-train,RAB,محتاج للوقت باش نجمع الأمتعة ديالي.
17056,corpus-6-train,RAB,اطلبت من ان تغني واحد الأغنية.
17058,corpus-6-train,RAB,بغيت نحجز طاولة فالستة ديال العشية. الخميس، سبعة غشت.
17062,corpus-6-train,RAB,شنو البرنامج داليوم؟
17063,corpus-6-train,RAB,يا ربي، واش غادي نوصلو للقاع؟
17067,corpus-6-train,RAB,الشيري، عافاك.
17068,corpus-6-test-corpus-26-dev,RAB,الطريق عامرة بالطوموبيلات.
17069,corpus-6-train,RAB,واش تقدر تنصحني بشي مطعم صيني ازوين فهاد جوايه؟
17070,corpus-6-train,RAB,شحال تقريبا للمطار؟
17071,corpus-6-train,RAB,بغيت نمشي بحالي. الغرفة هي مياتاين و ستة و تلاتين.
17072,corpus-6-train,RAB,احجزت غرفة بحوض الاستحمام عن طريق وكالة الأسفار فطوكيو.
17073,corpus-6-train,RAB,شحال خدا؟
17074,corpus-6-train,RAB,لاش كايشبه؟
17077,corpus-6-train,RAB,نقدر نحصل على مسهل؟
17078,corpus-6-dev,RAB,واش يمكن ليك تقولي الطريق لمحطة الميترو؟
17079,corpus-6-test-corpus-26-train,RAB,راها العمارة التانية على ليسر ديال ديك البناية البيضا.
17087,corpus-6-train,RAB,هادشي سري بزاف.
17088,corpus-6-train,RAB,بغيت نبقى نهار اخر.
17091,corpus-6-train,RAB,فيناهما الأغراض للي تلقاو؟
17093,corpus-6-train,RAB,اسمح لي.
17094,corpus-6-test-corpus-26-train,RAB,احجزنا بلاصة لخمسة وعشرين أكتوبر مع لحضاش دصباح.
17097,corpus-6-test-corpus-26-train,RAB,لا، لقدام شوية. تما، نعم.
17098,corpus-6-train,RAB,هادا فيلم ديال الرعب؟
17099,corpus-6-train,RAB,أنا هنا باش نتلاقا صاحبي.
17101,corpus-6-dev,RAB,بغيت راديو.
17103,corpus-6-train,RAB,فين كاين صالون التجميل؟
17105,corpus-6-train,RAB,مشغل المكالمات الدولي، عافاك.
17106,corpus-6-train,RAB,اسمح لي . غادي نهبط.
17107,corpus-6-dev,RAB,"الذاكر ""إس"" كلهم تباعو."
17108,corpus-6-train,RAB,واش كاينة شي بانكة يابانية غير هنا؟
17110,corpus-6-train,RAB,شحال رقم البار؟
17111,corpus-6-train,RAB,يمكن ليك تكتب لي وصفة حبوب منومة؟
17112,corpus-6-train,RAB,واش ماكاينش شي حاجة ديال القطن؟
17113,corpus-6-dev,RAB,بغيت بلاصة فالأركسترا، عافاك.
17115,corpus-6-test-corpus-26-train,RAB,نعم، الوجبات ماداخلاش.
17117,corpus-6-test-corpus-26-train,RAB,فين يمكن لي نسترد ثمن هاد التذكرة؟
17118,corpus-6-train,RAB,واش غادي تخلص الزيادة ديال خمسة فالمية؟
17120,corpus-6-test-corpus-26-train,RAB,علاش هاد الشي كايوقع؟
17122,corpus-6-train,RAB,بغيت نكبر هاد التصويرة على شكل بوستر.
17123,corpus-6-train,RAB,عافاك ركب الزيرو متبوع برقم تلفون المخاطب ديالك.
17125,corpus-6-train,RAB,شي قواعد خاصة؟
17126,corpus-6-train,RAB,واخا. اشمن نوع دالغرفة بغيتي؟
17127,corpus-6-train,RAB,كاين شي مشكل فتكييف الهواء.
17132,corpus-6-train,RAB,نعم، بالتأكيد.
17133,corpus-6-train,RAB,بغيت صباط دالجلد.
17134,corpus-6-train,RAB,واش كاتضن بللي يمكن لينا نديروه على ديك الرف للي تما؟
17135,corpus-6-train,RAB,واش نقدرو نحصلو على مرشد كايهضر باليابانية؟
17136,corpus-6-train,RAB,جوج تذاكر لشيكاغو، مشي و مجي، مقطورة بار، عافاك.
17138,corpus-6-train,RAB,فين كاين شي ديسكو مشهور؟
17140,corpus-6-train,RAB,واش يمكن ليك تقاد الطول؟
17144,corpus-6-train,RAB,هيه، انتا. اشنو كتدير فطوموبيلتي؟
17149,corpus-6-test-corpus-26-train,RAB,بغيت ناخود الباقي.
17151,corpus-6-train,RAB,غادي ناخدو، عافاك.
17152,corpus-6-train,RAB,خاصني نبدل عدساتي اللاصقة. هاهي الوصفة.
17153,corpus-6-dev,RAB,نعم، كانضن غادي نبدا بحساء الحلزون.
17154,corpus-6-train,RAB,واش تقدر تعلمني قبل مانوصلو لهاد المحطة؟
17155,corpus-6-train,RAB,واه. دوزت اجراءات الدخول كلها.
17158,corpus-6-test-corpus-26-train,RAB,طوموبيلتي تخسرات. عافاك أجي تردها.
17159,corpus-6-train,RAB,عندي حجز لجوج سيمانات.
17160,corpus-6-train,RAB,أنا اسف، ساعتي ماكاتخدمش. بالحق أنا متأكد بللي راه فايتة الجوج، على كل حال.
17162,corpus-6-train,RAB,تقدر تحتافض لينا بهاد الخمر حتا الغدا فالليل؟
17163,corpus-6-test-corpus-26-train,RAB,بغيت شعري يكون شوية طويل من اللور.
17164,corpus-6-train,RAB,بغيت حتا شوية دالصرف.
17165,corpus-6-train,RAB,واش هاد الشارع كيوصل لسانترال بارك؟
17168,corpus-6-train,RAB,ماقدرتش نبول، و تحت البطن ديالي كايضرني.
17169,corpus-6-dev,RAB,واش عندك شي حاسية؟
17171,corpus-6-train,RAB,عدد النسا كايتزاد فالمناصب الإدارية.
17172,corpus-6-train,RAB,واش عندك بطاقة الهبوط؟
17173,corpus-6-train,RAB,معاياش كاتتقدم شريحة اللحم؟
17174,corpus-6-train,RAB,خليني نتحقق.
17175,corpus-6-train,RAB,خليني نجربو، عافاك.
17176,corpus-6-train,RAB,يللاه نشوفو مباراة التنس.
17177,corpus-6-test-corpus-26-train,RAB,اشمن أشكال عندك؟
17178,corpus-6-train,RAB,عافاك جيب ليا مخدة.
17179,corpus-6-test-corpus-26-dev,RAB,موافق. هادا من الأماكن المفضلة عندي.
17180,corpus-6-test-corpus-26-train,RAB,إنا أنواع دالنماذج عندك فالراس؟
17181,corpus-6-train,RAB,علاش مايمكنش لينا نبقاو بالأوطيل للي احجزنا؟
17185,corpus-6-train,RAB,عندك الرقم الغلط.
17192,corpus-6-train,RAB,طبق الضلع مزيان اليوم.
17196,corpus-6-dev,RAB,راه الخميس.
17198,corpus-6-train,RAB,اشناهي الموسيقى الأكثر شعبية اليوم؟
17199,corpus-6-train,RAB,واش خاصني نطلب منو يعاود الاتصال بيك منين يرجع؟
17204,corpus-6-test-corpus-26-test,RAB,اسميتي ميشيكو تاناكا، و رقم الرحلة هو خمسة زيرو واحد لطوكيو.
17205,corpus-6-train,RAB,عافاك سيفط هاد الرسالة فإرسال خاص.
17209,corpus-6-train,RAB,نظام تطوير المنتوج ديالكم متوافق بزاف مع حماية البيئة.
17212,corpus-6-train,RAB,هاد الماكلة الدسمة كلها ماتهضماتليش.
17216,corpus-6-test-corpus-26-train,RAB,واش تقدر عافاك ترسم ليا خريطة ساهلة دهاد البلاصة؟
17217,corpus-6-test-corpus-26-train,RAB,فين نتلاقاو؟
17218,corpus-6-train,RAB,عافاك قاد ليا الغرفة.
17219,corpus-6-train,RAB,واش عندك صفحة غلاف خاصة بالفاكس؟
17221,corpus-6-train,RAB,الوجع ماخلانيش ننعس.
17222,corpus-6-test-corpus-26-train,RAB,بغيت نفس التسريحة ديال قبل.
17223,corpus-6-train,RAB,شحال دالوقت باش نمشيو للمحطة؟
17224,corpus-6-dev,RAB,ماستعملتش خدمة التصبين ديالك.
17225,corpus-6-train,RAB,بغيت شي موانع الحمل.
17226,corpus-6-train,RAB,بغيت نعاود نأكد الرحلة ديالي، فواحد و تلاتين يونيو من لندن لطوكيو. اسميتي تاناكا.
17228,corpus-6-train,RAB,هادشي غالي عليا.
17229,corpus-6-test-corpus-26-train,RAB,اعطيني خمسين، عافاك.
17231,corpus-6-train,RAB,بطبيعة الحال. واش نقدر ناخد سميتك و رقم التليفون ديالك؟
17233,corpus-6-train,RAB,درت حادثة موطور.
17236,corpus-6-train,RAB,أنا مضطر نلغي الموعد ديالنا.
17237,corpus-6-train,RAB,بغيت نكري شقة مفروشة لمدة شهر.
17240,corpus-6-train,RAB,مطلوب منك تفحص النباتات و الحيوانات إلا كانو عندك فمصلحة الحجر الصحي.
17242,corpus-6-dev,RAB,نيشان.
17243,corpus-6-train,RAB,بغيت نصرف خمسين الف ين للدولار.
17244,corpus-6-train,RAB,واش يمكن لي ناخدو قبل الوقت؟ حيت محتاج ليه فأقرب فرصة.
17245,corpus-6-train,RAB,اتزاد فالف وتسعمية وستين.
17247,corpus-6-train,RAB,خاصني على الأقل نص ساعة باش نجمع الأمتعة ديالي.
17249,corpus-6-train,RAB,هاد المشروبات الغازية مجانية.
17252,corpus-6-train,RAB,اسف، ماعرفتش. حتا أنا سائح.
17253,corpus-6-dev,RAB,بغيت نهضر معاك.
17254,corpus-6-train,RAB,بغيت مجموعة منوعة من لحم الخنزير.
17256,corpus-6-train,RAB,شنو القياس للي كاتلبس؟
17257,corpus-6-train,RAB,يمكن لي نجربو؟
17258,corpus-6-train,RAB,كيفما كاتشوف. حنا كانعانيو من الأثار المباشرة ديال الركود.
17260,corpus-6-train,RAB,يمكن ليك تعطيني بلاصة فالرحلة ديال غدا، عافاك؟
17261,corpus-6-train,RAB,بطبيعة الحال. واشبغيتي خمسة منهوم بعشرة دولار؟
17262,corpus-6-train,RAB,أنا مقيم فالأوطيل أي بي سي. عافاك اتصل بيا تما.
17263,corpus-6-train,RAB,خرج فجأة من جنب واحد الشارع و ماقدرتش نتجنبو.
17265,corpus-6-train,RAB,غادي ندي ولدي لحديقة الحيوان.
17267,corpus-6-train,RAB,غادي نوصلو للوس أنجلوس من بعد خمسمية و خمسين كيلمتر دالطريق تقريبا إلى جنوب سان فرانسيسكو.
17268,corpus-6-train,RAB,فرحت بلقائك.
17269,corpus-6-train,RAB,بغينا بطاطا فالفرن، عافاك . و دير الزبدة على جنب.
17270,corpus-6-train,RAB,شحال غادي يتخلص المدرب؟
17271,corpus-6-train,RAB,واش ساليتي؟
17272,corpus-6-test-corpus-26-train,RAB,فين يمكن لي نتسجل للخطوط الجوية اليابانية؟
